"skill_name","seniority_context","title","url","estimated_hours","resource_type","abstracts","source","created_at","updated_at"
"Azure Administrator Operations","mid","Azure Landing Zone Operations Lab","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/landing-zone/","70","project","Project: create resource groups, RBAC, policies, VNet, NSGs, VM, storage, backups, monitoring alerts, budgets, and operational documentation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Azure Administrator Operations","mid","Microsoft Certified: Azure Administrator Associate AZ-104","https://learn.microsoft.com/en-us/credentials/certifications/azure-administrator/","100","cert","Certification for implementing, managing, and monitoring Azure identity, governance, storage, compute, virtual networks, and backup resources.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Azure Administrator Operations","mid","Azure Cloud Adoption Framework","https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/","30","doc","Microsoft framework for cloud strategy, planning, landing zones, governance, management, security, migration, and operational adoption.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Google Cloud Engineering","mid","Google Cloud Skills Boost: Cloud Engineer Learning Path","https://www.cloudskillsboost.google/paths/11","70","course","Google Cloud path for Compute Engine, IAM, VPC, Kubernetes, storage, monitoring, deployment, and cloud engineering operations.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Google Cloud Engineering","mid","GCP Secure Web App Deployment","https://cloud.google.com/docs","60","project","Project: deploy a web application using IAM, VPC, load balancing, Cloud SQL, Cloud Run or GKE, logging, monitoring, and budgets.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Google Cloud Engineering","mid","Google Associate Cloud Engineer","https://cloud.google.com/learn/certification/cloud-engineer","100","cert","Certification for deploying applications, managing enterprise cloud projects, configuring access, services, networking, and monitoring Google Cloud resources.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Google Cloud Engineering","mid","Google Cloud Documentation","https://cloud.google.com/docs","30","doc","Official Google Cloud docs for compute, networking, IAM, databases, analytics, AI, operations, security, and architecture patterns.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Docker Containerization","mid","Docker Training: Get Started","https://docs.docker.com/get-started/","25","course","Docker official learning materials covering images, containers, Dockerfiles, volumes, networks, Compose, registries, and containerized development.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Docker Containerization","mid","Containerize a Multi-Service Application","https://docs.docker.com/compose/","45","project","Project: write Dockerfiles, compose services, environment variables, networks, volumes, health checks, image tags, registry pushes, and local dev workflow.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Docker Containerization","mid","Docker Certified Associate Reference","https://training.mirantis.com/certification/dca-certification-exam/","90","cert","Container certification reference for Docker/Mirantis ecosystem skills, image creation, orchestration basics, networking, storage, security, and operations.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Docker Containerization","mid","Docker Documentation","https://docs.docker.com/","25","doc","Official Docker reference for engine, CLI, Compose, build, registries, security, storage, networking, and deployment workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Kubernetes Cluster Administration","mid","Linux Foundation Kubernetes Fundamentals LFS258","https://training.linuxfoundation.org/training/kubernetes-fundamentals/","80","course","Kubernetes course covering cluster architecture, installation, workloads, scheduling, services, networking, storage, troubleshooting, and operational concepts.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Kubernetes Cluster Administration","mid","Kubernetes Homelab Cluster Operations","https://kubernetes.io/docs/tutorials/","80","project","Project: build a cluster, deploy workloads, services, ingress, persistent storage, RBAC, autoscaling, monitoring, backups, and troubleshooting runbooks.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Kubernetes Cluster Administration","mid","Certified Kubernetes Administrator CKA","https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/","120","cert","Performance-based certification for Kubernetes administration, workloads, scheduling, services, networking, storage, troubleshooting, and cluster maintenance.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Kubernetes Cluster Administration","mid","Kubernetes Documentation","https://kubernetes.io/docs/home/","35","doc","Official Kubernetes docs for concepts, tasks, tutorials, reference, API objects, cluster administration, workloads, services, and security.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"CI CD Pipeline Engineering","mid","GitHub Actions Learning Path","https://docs.github.com/en/actions","35","course","Official GitHub Actions docs and tutorials for workflows, events, jobs, runners, secrets, environments, artifacts, deployment, and automation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"CI CD Pipeline Engineering","mid","Full CI/CD Pipeline with Tests and Deployment","https://github.com/actions/starter-workflows","55","project","Project: automate linting, tests, build, container image publishing, security scan, staging deployment, approval gates, and release notes.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"CI CD Pipeline Engineering","mid","GitHub Actions Certification","https://resources.github.com/learn/certifications/","60","cert","Certification for GitHub Actions workflow design, automation, CI/CD concepts, runners, security, marketplace actions, and deployment practices.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"CI CD Pipeline Engineering","mid","GitHub Actions Documentation","https://docs.github.com/en/actions","25","doc","Official reference for workflow syntax, contexts, expressions, reusable workflows, secrets, caching, artifacts, runners, and deployment protection rules.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"DevOps Culture and Toolchain Practices","mid","Microsoft Learn: DevOps Foundations","https://learn.microsoft.com/en-us/training/browse/?terms=devops","40","course","Learning modules covering DevOps principles, source control, CI/CD, infrastructure as code, testing, observability, collaboration, and release practices.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"DevOps Culture and Toolchain Practices","mid","DevOps Maturity Assessment and Improvement Plan","https://learn.microsoft.com/en-us/devops/","35","project","Project: map current delivery flow, bottlenecks, deployment frequency, lead time, change failure rate, rollback steps, and a practical improvement roadmap.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"DevOps Culture and Toolchain Practices","mid","Microsoft Certified: DevOps Engineer Expert","https://learn.microsoft.com/en-us/credentials/certifications/devops-engineer/","120","cert","Expert credential for designing and implementing DevOps practices with source control, CI/CD, security, compliance, instrumentation, and collaboration.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"DevOps Culture and Toolchain Practices","mid","Azure DevOps Documentation","https://learn.microsoft.com/en-us/azure/devops/","25","doc","Official docs for repos, pipelines, boards, artifacts, test plans, permissions, integrations, and DevOps project administration.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Infrastructure as Code with Terraform","mid","HashiCorp Learn: Terraform","https://developer.hashicorp.com/terraform/tutorials","50","course","Terraform tutorials for providers, resources, variables, modules, state, workspaces, cloud backends, policy, and infrastructure automation workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Infrastructure as Code with Terraform","mid","Terraform Multi-Environment Cloud Foundation","https://developer.hashicorp.com/terraform/tutorials","65","project","Project: build reusable modules for network, compute, database, IAM, environments, remote state, validation, plan review, and drift detection.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Infrastructure as Code with Terraform","mid","HashiCorp Certified: Terraform Associate","https://developer.hashicorp.com/terraform/certifications","80","cert","Certification validating infrastructure as code concepts, Terraform CLI, configuration, modules, state, cloud workflows, providers, and basic automation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Infrastructure as Code with Terraform","mid","Terraform Language Documentation","https://developer.hashicorp.com/terraform/language","30","doc","Official Terraform language reference for configuration syntax, expressions, variables, outputs, modules, state, providers, functions, and meta-arguments.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Configuration Management with Ansible","mid","Red Hat Ansible Automation Platform Learning","https://www.redhat.com/en/technologies/management/ansible/learning","45","course","Ansible learning resources for inventories, playbooks, modules, roles, variables, templates, automation controller, and repeatable IT operations.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Configuration Management with Ansible","mid","Server Hardening Ansible Playbook Project","https://docs.ansible.com/ansible/latest/getting_started/index.html","50","project","Project: automate Linux baseline, users, packages, SSH, firewall, logging, cron, service configuration, idempotency checks, and README documentation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Configuration Management with Ansible","mid","Red Hat Certified Specialist in Ansible Automation","https://www.redhat.com/en/services/certification/rhcs-ansible-automation","100","cert","Certification for automating system administration tasks, playbooks, roles, variables, task control, templates, and Ansible best practices.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Configuration Management with Ansible","mid","Ansible Documentation","https://docs.ansible.com/ansible/latest/","30","doc","Official Ansible docs for installation, inventories, playbooks, modules, roles, collections, vault, variables, and automation patterns.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Application Security Testing OWASP","mid","PortSwigger Web Security Academy","https://portswigger.net/web-security","80","course","Free hands-on web security training covering authentication, access control, injection, XSS, SSRF, deserialization, APIs, and practical labs.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Application Security Testing OWASP","mid","OWASP Juice Shop Secure Remediation Project","https://owasp.org/www-project-juice-shop/","60","project","Project: legally exploit and remediate a vulnerable app, document findings, severity, reproduction steps, fix guidance, and verification tests.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Application Security Testing OWASP","mid","GIAC Web Application Penetration Tester GWAPT","https://www.giac.org/certifications/web-application-penetration-tester-gwapt/","120","cert","Professional web app security certification covering reconnaissance, authentication attacks, injection, XSS, session management, tools, and reporting.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Application Security Testing OWASP","mid","OWASP Top 10","https://owasp.org/www-project-top-ten/","25","doc","Industry reference for critical web application security risks including access control, cryptographic failures, injection, insecure design, and misconfiguration.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"SOC Alert Triage and SIEM Analysis","mid","Microsoft Sentinel Learning Path","https://learn.microsoft.com/en-us/training/paths/sc-200-mitigate-threats-using-microsoft-sentinel/","50","course","Security operations training for Microsoft Sentinel, KQL, analytics rules, incidents, automation, threat hunting, and response workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"SOC Alert Triage and SIEM Analysis","mid","SOC Detection Lab with Public Logs","https://attack.mitre.org/","60","project","Project: ingest sample logs, write detections, map alerts to MITRE ATT&CK, triage incidents, create playbooks, and summarize false positives.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"SOC Alert Triage and SIEM Analysis","mid","CompTIA CySA+ Certification","https://www.comptia.org/en/certifications/cybersecurity-analyst/","120","cert","Certification for security monitoring, detection, incident response, vulnerability management, threat intelligence, reporting, and analyst workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"SOC Alert Triage and SIEM Analysis","mid","MITRE ATT&CK Knowledge Base","https://attack.mitre.org/","30","doc","Public knowledge base of adversary tactics, techniques, procedures, mitigations, detections, campaigns, software, groups, and enterprise matrices.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Incident Response Playbook Development","mid","IBM Cybersecurity Analyst Professional Certificate","https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst","150","course","Cybersecurity analyst curriculum covering threat intelligence, network security, endpoint security, SIEM, incident response, and case investigations.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Incident Response Playbook Development","mid","Ransomware Incident Response Tabletop","https://www.cisa.gov/resources-tools/resources/cisa-tabletop-exercise-packages","45","project","Project: develop incident roles, severity matrix, communications, containment steps, evidence handling, recovery plan, and tabletop exercise after-action report.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Incident Response Playbook Development","mid","GIAC Certified Incident Handler GCIH","https://www.giac.org/certifications/certified-incident-handler-gcih/","120","cert","Incident handling certification covering attacker techniques, detection, response, containment, eradication, recovery, and incident process execution.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Incident Response Playbook Development","mid","NIST SP 800-61 Computer Security Incident Handling Guide","https://csrc.nist.gov/pubs/sp/800/61/r2/final","30","doc","NIST incident handling guide covering preparation, detection, analysis, containment, eradication, recovery, and post-incident activity.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Vulnerability Management Operations","mid","Qualys Vulnerability Management Training","https://www.qualys.com/training/","35","course","Vendor training resources for vulnerability scanning, asset discovery, prioritization, reporting, remediation workflows, and continuous vulnerability management.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Vulnerability Management Operations","mid","Enterprise Vulnerability Remediation Dashboard","https://www.cisa.gov/known-exploited-vulnerabilities-catalog","45","project","Project: combine asset inventory, scanner findings, KEV catalog, risk ranking, remediation SLAs, exception tracking, and executive dashboard.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Vulnerability Management Operations","mid","CompTIA SecurityX Certification","https://www.comptia.org/en/certifications/securityx/","140","cert","Advanced certification for security architecture, operations, engineering, governance, risk, vulnerability management, and enterprise security decision-making.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Vulnerability Management Operations","mid","CISA Known Exploited Vulnerabilities Catalog","https://www.cisa.gov/known-exploited-vulnerabilities-catalog","18","doc","Official catalog of exploited vulnerabilities useful for prioritization, patch urgency, risk-based remediation, and vulnerability management reporting.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Data Engineering with Python and SQL","mid","Data Engineering Zoomcamp","https://github.com/DataTalksClub/data-engineering-zoomcamp","120","course","Project-based open course covering Docker, SQL, GCP, Terraform, data warehouses, orchestration, batch pipelines, streaming, and analytics engineering.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Data Engineering with Python and SQL","mid","Batch Data Pipeline and Warehouse Project","https://airflow.apache.org/docs/apache-airflow/stable/tutorial/index.html","80","project","Project: ingest APIs or CSVs, validate schemas, transform data, load warehouse tables, orchestrate DAGs, test data quality, and document lineage.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Data Engineering with Python and SQL","mid","Google Professional Data Engineer","https://cloud.google.com/learn/certification/data-engineer","140","cert","Professional certification for designing, building, operationalizing, securing, and optimizing data processing systems on Google Cloud.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Data Engineering with Python and SQL","mid","Apache Airflow Documentation","https://airflow.apache.org/docs/apache-airflow/stable/","35","doc","Official documentation for DAG authoring, scheduling, operators, sensors, connections, variables, executors, monitoring, and workflow orchestration.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Intelligence Semantic Modeling","mid","Microsoft Learn: Model Data in Power BI","https://learn.microsoft.com/en-us/training/paths/model-power-bi/","45","course","Power BI modeling path for star schemas, relationships, DAX calculations, measures, optimization, hierarchies, and reusable semantic models.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Intelligence Semantic Modeling","mid","Star Schema Sales Analytics Model","https://learn.microsoft.com/en-us/power-bi/guidance/star-schema","50","project","Project: design fact and dimension tables, define measures, create a semantic model, validate totals, and document business definitions.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Intelligence Semantic Modeling","mid","Microsoft Certified: Power BI Data Analyst Associate PL-300","https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/","90","cert","Credential validating data preparation, semantic modeling, visualization, DAX, report deployment, governance, and Power BI analysis workflows.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Intelligence Semantic Modeling","mid","Power BI Star Schema Guidance","https://learn.microsoft.com/en-us/power-bi/guidance/star-schema","20","doc","Microsoft guidance for dimensional modeling, fact tables, dimension tables, relationships, filter propagation, and Power BI model design.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Machine Learning Model Development","mid","Machine Learning Specialization by DeepLearning.AI and Stanford","https://www.coursera.org/specializations/machine-learning-introduction","90","course","Introductory-to-mid ML specialization covering supervised learning, unsupervised learning, neural networks, decision trees, recommender systems, and practical model evaluation.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Machine Learning Model Development","mid","End-to-End ML Classification Project","https://scikit-learn.org/stable/tutorial/index.html","70","project","Project: frame problem, prepare data, train models, tune hyperparameters, evaluate metrics, interpret results, package pipeline, and write model card.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Machine Learning Model Development","mid","TensorFlow Developer Certificate Information","https://www.tensorflow.org/certificate","100","cert","Credential-oriented pathway for building TensorFlow models, image/text/time-series tasks, neural networks, and production-aware ML practice.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Machine Learning Model Development","mid","scikit-learn User Guide","https://scikit-learn.org/stable/user_guide.html","35","doc","Official machine learning documentation for preprocessing, model selection, supervised/unsupervised algorithms, pipelines, metrics, and examples.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"UX Research and Usability Testing","mid","Google UX Design Professional Certificate","https://www.coursera.org/professional-certificates/google-ux-design","180","course","UX certificate covering user research, personas, journey maps, wireframes, prototypes, usability testing, design systems, and portfolio projects.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"UX Research and Usability Testing","mid","Moderated Usability Study for a SaaS Flow","https://www.nngroup.com/articles/usability-testing-101/","45","project","Project: define research goals, recruit users, write tasks, moderate sessions, synthesize findings, prioritize issues, and propose design changes.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"UX Research and Usability Testing","mid","NN/g UX Certification","https://www.nngroup.com/ux-certification/","100","cert","Professional UX credential based on Nielsen Norman Group courses and exams across research, interaction design, usability, and UX management.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"UX Research and Usability Testing","mid","Nielsen Norman Group UX Articles","https://www.nngroup.com/articles/","25","doc","Research-backed UX articles on usability testing, information architecture, interaction design, accessibility, research methods, and UX strategy.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Architecture for Websites","mid","Interaction Design Foundation: Information Visualization and IA","https://www.interaction-design.org/courses","60","course","UX course catalog covering information architecture, interaction design, usability, user research, design thinking, and visualization topics.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Architecture for Websites","mid","Card Sorting and Sitemap Redesign Project","https://www.nngroup.com/articles/card-sorting-definition/","40","project","Project: run open/closed card sort, analyze grouping, produce sitemap, navigation labels, content inventory, and usability validation plan.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Architecture for Websites","mid","Certified Usability Analyst CUA","https://www.humanfactors.com/training/cua.asp","100","cert","UX certification track addressing user-centered analysis, usability, interaction design, information architecture, and evaluation methods.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Information Architecture for Websites","mid","Usability.gov Information Architecture Basics","https://www.usability.gov/what-and-why/information-architecture.html","12","doc","Government reference on organizing, structuring, and labeling content to help users find information and complete tasks effectively.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Process Modeling BPMN","mid","Camunda Academy: BPMN for Business Analysts","https://academy.camunda.com/","25","course","BPMN and process automation learning for modeling workflows, events, gateways, tasks, collaboration, and executable process thinking.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Process Modeling BPMN","mid","Order-to-Cash BPMN Improvement Project","https://www.omg.org/spec/BPMN/","45","project","Project: map current process, identify delays and handoffs, create BPMN diagrams, define KPIs, propose automation, and estimate improvement impact.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Process Modeling BPMN","mid","OMG Certified Expert in BPM OCEB 2","https://www.omg.org/oceb-2/","90","cert","Business process management certification for BPMN, process modeling, business motivation, governance, metrics, and enterprise process improvement.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Business Process Modeling BPMN","mid","BPMN 2.0 Specification","https://www.omg.org/spec/BPMN/2.0/","25","doc","Official BPMN standard defining notation, diagrams, tasks, events, gateways, choreography, collaboration, and process semantics.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Service Management Incident Change Problem","mid","ITIL 4 Foundation Training","https://www.axelos.com/certifications/itil-service-management/itil-4-foundation","40","course","ITIL learning for service value system, incident, problem, change enablement, service desk, continual improvement, and service management principles.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Service Management Incident Change Problem","mid","Service Desk SLA and Change Workflow Project","https://www.atlassian.com/itsm","35","project","Project: define incident categories, SLA metrics, change calendar, CAB criteria, problem RCA template, knowledge articles, and dashboard measures.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Service Management Incident Change Problem","mid","ITIL 4 Foundation Certification","https://www.peoplecert.org/browse-certifications/it-governance-and-service-management/ITIL-1/itil-4-foundation-2565","50","cert","Widely used service management certification introducing ITIL concepts, practices, value streams, service relationships, and continual improvement.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Service Management Incident Change Problem","mid","Atlassian ITSM Guide","https://www.atlassian.com/itsm","18","doc","Practical ITSM reference for incident management, problem management, change management, service request management, assets, and service desk processes.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Enterprise Architecture with TOGAF","senior","TOGAF Enterprise Architecture Training","https://www.opengroup.org/certifications/togaf","80","course","Enterprise architecture learning for ADM, architecture domains, governance, capability planning, standards, roadmaps, stakeholder concerns, and architecture repository.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Enterprise Architecture with TOGAF","senior","Enterprise Capability Map and Target Architecture","https://pubs.opengroup.org/togaf-standard/","80","project","Project: create capability map, current-state app/data/technology views, target architecture, gap analysis, transition roadmap, and governance checkpoints.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Enterprise Architecture with TOGAF","senior","TOGAF Enterprise Architecture Certification","https://www.opengroup.org/certifications/togaf","120","cert","Certification for applying The Open Group Architecture Framework, ADM, architecture content, governance, migration planning, and enterprise architecture practice.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Enterprise Architecture with TOGAF","senior","TOGAF Standard","https://pubs.opengroup.org/togaf-standard/","40","doc","Official TOGAF standard documentation for architecture development method, enterprise architecture capabilities, content framework, governance, and guidance.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Governance COBIT and Controls","senior","ISACA COBIT Foundation Training","https://www.isaca.org/credentialing/cobit/cobit-foundation","60","course","Governance training covering COBIT framework principles, governance objectives, management objectives, performance management, process capability, and enterprise IT alignment.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Governance COBIT and Controls","senior","IT Governance Control Matrix Project","https://www.isaca.org/resources/cobit","70","project","Project: map IT objectives to governance components, define control owners, metrics, risks, maturity targets, evidence, and improvement roadmap.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Governance COBIT and Controls","senior","COBIT Foundation Certificate","https://www.isaca.org/credentialing/cobit/cobit-foundation","80","cert","Credential validating knowledge of COBIT governance system, framework principles, components, design factors, implementation, and performance management.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"IT Governance COBIT and Controls","senior","COBIT Resources","https://www.isaca.org/resources/cobit","30","doc","ISACA COBIT resource hub for governance of enterprise IT, objectives, framework guidance, implementation aids, and alignment materials.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Security Governance Risk and Compliance","senior","SANS SEC566 Security Control Implementation and Audit","https://www.sans.org/cyber-security-courses/implementing-auditing-security-frameworks-controls/","80","course","Advanced course for implementing and auditing security controls across frameworks, risk management, control testing, evidence, and security program maturity.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Security Governance Risk and Compliance","senior","NIST CSF 2.0 Risk Register and Control Profile","https://www.nist.gov/cyberframework","70","project","Project: create current/target CSF profile, risk register, control mapping, maturity assessment, implementation plan, and executive cyber risk narrative.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Security Governance Risk and Compliance","senior","ISACA Certified in Risk and Information Systems Control CRISC","https://www.isaca.org/credentialing/crisc","150","cert","Senior risk certification for IT risk identification, assessment, response, monitoring, controls, governance, and enterprise risk alignment.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
"Security Governance Risk and Compliance","senior","NIST Cybersecurity Framework 2.0","https://www.nist.gov/cyberframework","35","doc","NIST framework for managing cybersecurity risk using Govern, Identify, Protect, Detect, Respond, Recover outcomes, profiles, tiers, and references.","manual_research_expanded_2026_05_03","2026-05-03T00:00:00+07:00","2026-05-03T00:00:00+07:00"
